gene,uniprot_id,inheritance
DYNLT2B,Q8WW35,Autosomal recessive
DYRK1A,Q13627,Autosomal dominant
DYRK1B,Q9Y463,Autosomal dominant
DYSF,O75923,Autosomal recessive
DZIP1,Q86YF9,Autosomal dominant
DZIP1,Q86YF9,Autosomal recessive
DZIP1L,Q8IYY4,Autosomal recessive
EARS2,Q5JPH6,Autosomal recessive
EBF3,Q9H4W6,Autosomal dominant
EBP,Q15125,X-linked dominant
EBP,Q15125,X-linked recessive
ECE1,P42892,Autosomal dominant
ECE1,P42892,Multifactorial
ECEL1,O95672,Autosomal recessive
ECHS1,P30084,Autosomal recessive
ECM1,Q16610,Autosomal recessive
EDA,Q92838,X-linked dominant
EDA,Q92838,X-linked recessive
EDAR,Q9UNE0,Autosomal dominant
EDAR,Q9UNE0,Autosomal recessive
EDARADD,Q8WWZ3,Autosomal dominant
EDARADD,Q8WWZ3,Autosomal recessive
EDC3,Q96F86,Autosomal recessive
EDEM3,Q9BZQ6,Autosomal recessive
EDN1,P05305,Autosomal dominant
EDN1,P05305,Autosomal recessive
EDN3,P14138,Autosomal dominant
EDN3,P14138,Autosomal recessive
EDNRA,P25101,Autosomal dominant
EDNRB,P24530,Autosomal dominant
EDNRB,P24530,Autosomal recessive
EED,O75530,Autosomal dominant
EEF1A2,Q05639,Autosomal dominant
EEF2,P13639,Autosomal dominant
EFEMP1,Q12805,Autosomal dominant
EFEMP2,O95967,Autosomal recessive
EFHC1,Q5JVL4,Autosomal dominant
EFL1,Q7Z2Z2,Autosomal recessive
EFNB1,P98172,X-linked dominant
EFTUD2,Q15029,Autosomal dominant
EGF,P01133,Autosomal recessive
EGFR,P00533,Autosomal dominant
EGFR,P00533,Autosomal recessive
EGFR,P00533,Somatic mutation
EGLN1,Q9GZT9,Autosomal dominant
EGR2,P11161,Autosomal dominant
EGR2,P11161,Autosomal recessive
EHHADH,Q08426,Autosomal dominant
EHMT1,Q9H9B1,Autosomal dominant
EIF2AK1,Q9BQI3,Autosomal dominant
EIF2AK2,P19525,Autosomal dominant
EIF2AK2,P19525,Autosomal recessive
EIF2AK3,Q9NZJ5,Autosomal recessive
EIF2AK4,Q9P2K8,Autosomal recessive
EIF2B1,Q14232,Autosomal recessive
EIF2B2,P49770,Autosomal recessive
EIF2B3,Q9NR50,Autosomal recessive
EIF2B4,Q9UI10,Autosomal recessive
EIF2B5,Q13144,Autosomal recessive
EIF2S3,P41091,X-linked recessive
EIF3F,O00303,Autosomal recessive
EIF4A3,P38919,Autosomal recessive
EIF4G1,Q04637,Autosomal dominant
EIF5A,P63241,Autosomal dominant
ELAC2,Q9BQ52,Autosomal recessive
ELANE,P08246,Autosomal dominant
ELF4,Q99607,X-linked recessive
ELMO2,Q96JJ3,Autosomal recessive
ELMOD3,Q96FG2,Autosomal dominant
ELMOD3,Q96FG2,Autosomal recessive
ELN,P15502,Autosomal dominant
ELOVL1,Q9BW60,Autosomal dominant
ELOVL1,Q9BW60,Autosomal recessive
ELOVL4,Q9GZR5,Autosomal dominant
ELOVL4,Q9GZR5,Autosomal recessive
ELOVL5,Q9NYP7,Autosomal dominant
ELP1,O95163,Autosomal dominant
ELP1,O95163,Autosomal recessive
ELP1,O95163,Somatic mutation
ELP2,Q6IA86,Autosomal recessive
ELP4,Q96EB1,Autosomal dominant
EMC1,Q8N766,Autosomal recessive
EMC10,Q5UCC4,Autosomal recessive
EMD,P50402,X-linked recessive
EMG1,Q92979,Autosomal recessive
EML1,O00423,Autosomal recessive
EMP2,P54851,Autosomal recessive
EN1,Q05925,Autosomal recessive
ENAM,Q9NRM1,Autosomal dominant
ENAM,Q9NRM1,Autosomal recessive
ENG,P17813,Autosomal dominant
ENO3,P13929,Autosomal recessive
ENPP1,P22413,Autosomal dominant
ENPP1,P22413,Autosomal recessive
ENPP1,P22413,Multifactorial
ENTPD1,P49961,Autosomal recessive
EOGT,Q5NDL2,Autosomal recessive
EP300,Q09472,Autosomal dominant
EPAS1,Q99814,Autosomal dominant
EPB41,P11171,Autosomal dominant
EPB41,P11171,Autosomal recessive
EPB41L1,Q9H4G0,Autosomal dominant
EPCAM,P16422,Autosomal dominant
EPCAM,P16422,Autosomal recessive
EPG5,Q9HCE0,Autosomal recessive
EPHA10,Q5JZY3,Autosomal dominant
EPHA2,P29317,Autosomal dominant
EPHB2,P29323,Autosomal recessive
EPHB4,P54760,Autosomal dominant
EPHX2,P34913,Autosomal dominant
EPHX2,P34913,Autosomal recessive
EPO,P01588,Autosomal dominant
EPO,P01588,Autosomal recessive
EPOR,P19235,Autosomal dominant
EPRS1,P07814,Autosomal recessive
EPS8,Q12929,Autosomal recessive
EPS8L2,Q9H6S3,Autosomal recessive
EPS8L3,Q8TE67,Autosomal dominant
EPX,P11678,Autosomal recessive
ERAL1,O75616,Autosomal recessive
ERBB2,P04626,Autosomal recessive
ERBB3,P21860,Autosomal dominant
ERBB3,P21860,Autosomal recessive
ERBB4,Q15303,Autosomal dominant
ERCC1,P07992,Autosomal recessive
ERCC2,P18074,Autosomal recessive
ERCC3,P19447,Autosomal recessive
ERCC4,Q92889,Autosomal recessive
ERCC5,P28715,Autosomal recessive
ERCC6,Q03468,Autosomal dominant
ERCC6,Q03468,Autosomal recessive
ERCC6,Q03468,Somatic mutation
ERCC6L2,Q5T890,Autosomal recessive
ERCC8,Q13216,Autosomal recessive
ERF,P50548,Autosomal dominant
ERGIC1,Q969X5,Autosomal recessive
ERLIN1,O75477,Autosomal recessive
ERLIN2,O94905,Autosomal recessive
ERMARD,Q5T6L9,Autosomal dominant
ESCO2,Q56NI9,Autosomal recessive
ESPN,B1AK53,Autosomal recessive
ESPN,B1AK53,Autosomal dominant
ESR1,P03372,Autosomal dominant
ESR1,P03372,Autosomal recessive
ESR2,Q92731,Autosomal dominant
ESRP1,Q6NXG1,Autosomal recessive
ESRRB,O95718,Autosomal recessive
ETFA,P13804,Autosomal recessive
ETFB,P38117,Autosomal recessive
ETFDH,Q16134,Autosomal recessive
ETHE1,O95571,Autosomal recessive
ETV6,P41212,Autosomal dominant
EVC,P57679,Autosomal dominant
EVC,P57679,Autosomal recessive
EVC2,Q86UK5,Autosomal dominant
EVC2,Q86UK5,Autosomal recessive
EXOC2,Q96KP1,Autosomal recessive
EXOC6B,Q9Y2D4,Autosomal recessive
EXOC7,Q9UPT5,Autosomal recessive
EXOC8,Q8IYI6,Autosomal recessive
EXOSC1,Q9Y3B2,Autosomal recessive
EXOSC2,Q13868,Autosomal recessive
EXOSC3,Q9NQT5,Autosomal recessive
EXOSC5,Q9NQT4,Autosomal recessive
EXOSC8,Q96B26,Autosomal recessive
EXOSC9,Q06265,Autosomal recessive
EXPH5,Q8NEV8,Autosomal recessive
EXT1,Q16394,Autosomal dominant
EXT1,Q16394,Somatic mutation
EXT2,Q93063,Autosomal dominant
EXT2,Q93063,Autosomal recessive
EXTL3,O43909,Autosomal recessive
EYA1,Q99502,Autosomal dominant
EYA4,O95677,Autosomal dominant
EYS,Q5T1H1,Autosomal recessive
EZH2,Q15910,Autosomal dominant
F10,P00742,Autosomal recessive
F11,P03951,Autosomal dominant
F11,P03951,Autosomal recessive
F12,P00748,Autosomal dominant
F12,P00748,Autosomal recessive
F13A1,P00488,Autosomal dominant
F13A1,P00488,Autosomal recessive
F13B,P05160,Autosomal recessive
F2,P00734,Autosomal dominant
F2,P00734,Autosomal recessive
F2,P00734,Multifactorial
F5,P12259,Autosomal dominant
F5,P12259,Autosomal recessive
F5,P12259,Multifactorial
F7,P08709,Autosomal recessive
F8,P00451,X-linked recessive
F9,P00740,X-linked
F9,P00740,X-linked recessive
FA2H,Q7L5A8,Autosomal recessive
FADD,Q13158,Autosomal recessive
FAH,P16930,Autosomal recessive
FAM111A,Q96PZ2,Autosomal dominant
FAM111B,Q6SJ93,Autosomal dominant
FAM149B1,Q96BN6,Autosomal recessive
FAM161A,Q3B820,Autosomal recessive
FAM20A,Q96MK3,Autosomal recessive
FAM20C,Q8IXL6,Autosomal recessive
FAM50A,Q14320,X-linked recessive
FAM83H,Q6ZRV2,Autosomal dominant
FAN1,Q9Y2M0,Autosomal recessive
FANCA,O15360,Autosomal recessive
FANCB,Q8NB91,X-linked recessive
FANCC,Q00597,Autosomal recessive
FANCD2,Q9BXW9,Autosomal recessive
FANCE,Q9HB96,Autosomal recessive
FANCF,Q9NPI8,Autosomal recessive
FANCG,O15287,Autosomal recessive
FANCI,Q9NVI1,Autosomal recessive
FANCL,Q9NW38,Autosomal recessive
FANCM,Q8IYD8,Autosomal recessive
FAR1,Q8WVX9,Autosomal dominant
FAR1,Q8WVX9,Autosomal recessive
FARS2,O95363,Autosomal recessive
FARSA,Q9Y285,Autosomal recessive
FARSB,Q9NSD9,Autosomal recessive
FAS,P25445,Autosomal dominant
FASLG,P48023,Autosomal dominant
FASLG,P48023,Somatic mutation
FASTKD2,Q9NYY8,Autosomal recessive
FAT2,Q9NYQ8,Autosomal dominant
FAT4,Q6V0I7,Autosomal recessive
FBLN1,P23142,Autosomal dominant
FBLN5,Q9UBX5,Autosomal dominant
FBLN5,Q9UBX5,Autosomal recessive
FBN1,P35555,Autosomal dominant
FBN2,P35556,Autosomal dominant
FBP1,P09467,Autosomal recessive
FBP2,O00757,Autosomal dominant
FBXL3,Q9UKT7,Autosomal recessive
FBXL4,Q9UKA2,Autosomal recessive
FBXO11,Q86XK2,Autosomal dominant
FBXO28,Q9NVF7,Autosomal dominant
FBXO31,Q5XUX0,Autosomal recessive
FBXO38,Q6PIJ6,Autosomal dominant
FBXO43,Q4G163,Autosomal recessive
FBXO7,Q9Y3I1,Autosomal recessive
FBXW11,Q9UKB1,Autosomal dominant
FBXW7,Q969H0,Autosomal dominant
FCGR2A,P12318,Autosomal dominant
FCGR2A,P12318,Autosomal recessive
FCGR2B,P31994,Autosomal dominant
FCGR3A,P08637,Autosomal recessive
FCHO1,O14526,Autosomal recessive
FCN3,O75636,Autosomal recessive
FCSK,Q8N0W3,Autosomal recessive
FDFT1,P37268,Autosomal recessive
FDPS,P14324,Autosomal dominant
FDX2,Q6P4F2,Autosomal recessive
FDXR,P22570,Autosomal recessive
FECH,P22830,Autosomal recessive
FERMT1,Q9BQL6,Autosomal recessive
FERMT3,Q86UX7,Autosomal recessive
FEZF1,A0PJY2,Autosomal recessive
FGA,P02671,Autosomal dominant
FGA,P02671,Autosomal recessive
FGB,P02675,Autosomal recessive
FGD1,P98174,X-linked recessive
FGD4,Q96M96,Autosomal recessive
FGF10,O15520,Autosomal dominant
FGF12,P61328,Autosomal dominant
FGF13,Q92913,X-linked dominant
FGF13,Q92913,X-linked recessive
FGF14,Q92915,Autosomal dominant
FGF16,O43320,X-linked recessive
FGF17,O60258,Autosomal dominant
FGF20,Q9NP95,Autosomal recessive
FGF23,Q9GZV9,Autosomal dominant
FGF23,Q9GZV9,Autosomal recessive
FGF3,P11487,Autosomal recessive
FGF5,P12034,Autosomal recessive
FGF8,P55075,Autosomal dominant
FGF9,P31371,Autosomal dominant
FGFR1,P11362,Autosomal dominant
FGFR2,P21802,Autosomal dominant
FGFR3,P22607,Autosomal dominant
FGFR3,P22607,Autosomal recessive
FGG,P02679,Autosomal recessive
FH,P07954,Autosomal dominant
FH,P07954,Autosomal recessive
FHL1,Q13642,X-linked
FHL1,Q13642,X-linked dominant
FHL1,Q13642,X-linked recessive
FHOD3,Q2V2M9,Autosomal dominant
FIBP,O43427,Autosomal recessive
FIG4,Q92562,Autosomal dominant
FIG4,Q92562,Autosomal recessive
FIGLA,Q6QHK4,Autosomal dominant
FITM2,Q8N6M3,Autosomal recessive
FKBP10,Q96AY3,Autosomal recessive
FKBP14,Q9NWM8,Autosomal recessive
FKBP6,O75344,Autosomal recessive
FKRP,Q9H9S5,Autosomal recessive
FKTN,O75072,Autosomal recessive
FLAD1,Q8NFF5,Autosomal recessive
FLCN,Q8NFG4,Autosomal dominant
FLG,P20930,Autosomal dominant
FLG,P20930,Autosomal recessive
FLG2,Q5D862,Autosomal recessive
FLI1,Q01543,Autosomal dominant
FLI1,Q01543,Autosomal recessive
FLNA,P21333,X-linked
FLNA,P21333,X-linked dominant
FLNA,P21333,X-linked recessive
FLNB,O75369,Autosomal dominant
FLNB,O75369,Autosomal recessive
FLNC,Q14315,Autosomal dominant
FLRT3,Q9NZU0,Autosomal dominant
FLT4,P35916,Autosomal dominant
FLVCR1,Q9Y5Y0,Autosomal recessive
FLVCR2,Q9UPI3,Autosomal recessive
FMN2,Q9NZ56,Autosomal recessive
FMO3,P31513,Autosomal recessive
FMR1,Q06787,X-linked
FMR1,Q06787,X-linked dominant
FN1,P02751,Autosomal dominant
FNIP1,Q8TF40,Autosomal recessive
FOCAD,Q5VW36,Autosomal recessive
FOLR1,P15328,Autosomal recessive
FOXC1,Q12948,Autosomal dominant
FOXC2,Q99958,Autosomal dominant
FOXD3,Q9UJU5,Autosomal dominant
FOXE1,O00358,Autosomal dominant
FOXE1,O00358,Autosomal recessive
FOXE3,Q13461,Autosomal dominant
FOXE3,Q13461,Autosomal recessive
FOXF1,Q12946,Autosomal dominant
FOXG1,P55316,Autosomal dominant
FOXI1,Q12951,Autosomal recessive
FOXJ1,Q92949,Autosomal dominant
FOXL2,P58012,Autosomal dominant
FOXL2,P58012,Autosomal recessive
FOXN1,O15353,Autosomal dominant
FOXN1,O15353,Autosomal recessive
FOXO1,Q12778,Somatic mutation
FOXP1,Q9H334,Autosomal dominant
FOXP2,O15409,Autosomal dominant
FOXP3,Q9BZS1,X-linked recessive
FOXRED1,Q96CU9,Autosomal recessive
FRA10AC1,Q70Z53,Autosomal recessive
FRAS1,Q86XX4,Autosomal recessive
FREM1,Q5H8C1,Autosomal dominant
FREM1,Q5H8C1,Autosomal recessive
FREM2,Q5SZK8,Autosomal recessive
FRMD4A,Q9P2Q2,Autosomal recessive
FRMD5,Q7Z6J6,Autosomal dominant
FRMD7,Q6ZUT3,X-linked
FRMPD4,Q14CM0,X-linked
FRRS1L,Q9P0K9,Autosomal recessive
FRZB,Q92765,Multifactorial
FSHB,P01225,Autosomal recessive
FSHR,P23945,Autosomal dominant
FSHR,P23945,Autosomal recessive
FSIP2,Q5CZC0,Autosomal recessive
FTCD,O95954,Autosomal recessive
FTH1,P02794,Autosomal dominant
FTL,P02792,Autosomal dominant
FTL,P02792,Autosomal recessive
FTO,Q9C0B1,Autosomal recessive
FTSJ1,Q9UET6,X-linked recessive
FUCA1,P04066,Autosomal recessive
FUS,P35637,Autosomal dominant
FUT1,P19526,Autosomal recessive
FUT2,Q10981,Autosomal recessive
FUT8,Q9BYC5,Autosomal recessive
FUZ,Q9BT04,Autosomal dominant
FXN,Q16595,Autosomal recessive
FXR1,P51114,Autosomal recessive
FXYD2,P54710,Autosomal dominant
FYB1,O15117,Autosomal recessive
FYCO1,Q9BQS8,Autosomal recessive
FZD2,Q14332,Autosomal dominant
FZD4,Q9ULV1,Autosomal dominant
FZD6,O60353,Autosomal recessive
FZR1,Q9UM11,Autosomal dominant
G6PC1,P35575,Autosomal recessive
G6PC3,Q9BUM1,Autosomal recessive
G6PD,P11413,X-linked dominant
GAA,P10253,Autosomal recessive
GAB1,Q13480,Autosomal recessive
GABBR2,O75899,Autosomal dominant
GABRA1,P14867,Autosomal dominant
GABRA2,P47869,Autosomal dominant
GABRA2,P47869,Multifactorial
GABRA5,P31644,Autosomal dominant
GABRB1,P18505,Autosomal dominant
GABRB2,P47870,Autosomal dominant
GABRB3,P28472,Autosomal dominant
GABRD,O14764,Autosomal dominant
GABRG2,P18507,Autosomal dominant
GAD1,Q99259,Autosomal recessive
GAL,P22466,Autosomal dominant
GALC,P54803,Autosomal recessive
GALE,Q14376,Autosomal recessive
GALK1,P51570,Autosomal recessive
GALM,Q96C23,Autosomal recessive
GALNS,P34059,Autosomal recessive
GALNT2,Q10471,Autosomal recessive
GALNT3,Q14435,Autosomal recessive
GALT,P07902,Autosomal recessive
GAMT,Q14353,Autosomal recessive
GAN,Q9H2C0,Autosomal recessive
GANAB,Q14697,Autosomal dominant
GARS1,P41250,Autosomal dominant
GAS2L2,Q8NHY3,Autosomal recessive
GAS8,O95995,Autosomal recessive
GATA1,P15976,X-linked recessive
GATA2,P23769,Autosomal dominant
GATA2,P23769,Somatic mutation
GATA3,P23771,Autosomal dominant
GATA4,P43694,Autosomal dominant
GATA5,Q9BWX5,Autosomal dominant
GATA5,Q9BWX5,Autosomal recessive
GATA6,Q92908,Autosomal dominant
GATAD1,Q8WUU5,Autosomal recessive
GATAD2B,Q8WXI9,Autosomal dominant
GATB,O75879,Autosomal recessive
GATC,O43716,Autosomal recessive
GATM,P50440,Autosomal dominant
GATM,P50440,Autosomal recessive
GBA1,P04062,Autosomal dominant
GBA1,P04062,Autosomal recessive
GBA1,P04062,Multifactorial
GBA2,Q9HCG7,Autosomal recessive
GBE1,Q04446,Autosomal recessive
GBF1,Q92538,Autosomal dominant
GCDH,Q92947,Autosomal recessive
GCGR,P47871,Autosomal recessive
GCH1,P30793,Autosomal dominant
GCH1,P30793,Autosomal recessive
GCK,P35557,Autosomal dominant
GCK,P35557,Autosomal recessive
GCLC,P48506,Autosomal recessive
GCM2,O75603,Autosomal dominant
GCM2,O75603,Autosomal recessive
GCNA,Q96QF7,X-linked
GCNT2,Q8N0V5,Autosomal dominant
GCNT2,Q8N0V5,Autosomal recessive
GCSH,P23434,Autosomal recessive
GDAP1,Q8TB36,Autosomal dominant
GDAP1,Q8TB36,Autosomal recessive
GDAP2,Q9NXN4,Autosomal recessive
GDF1,P27539,Autosomal dominant
GDF1,P27539,Autosomal recessive
GDF11,O95390,Autosomal dominant
GDF2,Q9UK05,Autosomal dominant
GDF3,Q9NR23,Autosomal dominant
GDF5,P43026,Autosomal dominant
GDF5,P43026,Autosomal recessive
GDF6,Q6KF10,Autosomal dominant
GDF6,Q6KF10,Autosomal recessive
GDF9,O60383,Autosomal recessive
GDI1,P31150,X-linked dominant
GDNF,P39905,Autosomal dominant
GEMIN4,P57678,Autosomal recessive
GEMIN5,Q8TEQ6,Autosomal recessive
GET3,O43681,Autosomal recessive
GET4,Q7L5D6,Autosomal recessive
GFAP,P14136,Autosomal dominant
GFER,P55789,Autosomal recessive
GFI1,Q99684,Autosomal dominant
GFI1B,Q5VTD9,Autosomal dominant
GFI1B,Q5VTD9,Autosomal recessive
GFM1,Q96RP9,Autosomal recessive
GFM2,Q969S9,Autosomal recessive
GFPT1,Q06210,Autosomal recessive
GFRA1,P56159,Autosomal recessive
GGCX,P38435,Autosomal recessive
GGN,Q86UU5,Autosomal recessive
GGPS1,O95749,Autosomal recessive
GGT1,P19440,Autosomal recessive
GH1,P01241,Autosomal dominant
GH1,P01241,Autosomal recessive
GHR,P10912,Autosomal dominant
GHR,P10912,Autosomal recessive
GHRHR,Q02643,Autosomal recessive
GHRL,Q9UBU3,Autosomal dominant
GHRL,Q9UBU3,Autosomal recessive
GHRL,Q9UBU3,Multifactorial
GHSR,Q92847,Autosomal dominant
GHSR,Q92847,Autosomal recessive
GIMAP5,Q96F15,Autosomal recessive
GINS1,Q14691,Autosomal recessive
GIPC1,O14908,Autosomal dominant
GIPC3,Q8TF64,Autosomal recessive
GJA1,P17302,Autosomal dominant
GJA1,P17302,Autosomal recessive
GJA3,Q9Y6H8,Autosomal dominant
GJA5,P36382,Autosomal dominant
GJA8,P48165,Autosomal dominant
GJB1,P08034,X-linked dominant
GJB2,P29033,Autosomal dominant
GJB2,P29033,Autosomal recessive
GJB2,P29033,Digenic dominant
GJB3,O75712,Autosomal dominant
GJB3,O75712,Autosomal recessive
GJB3,O75712,Digenic dominant
GJB4,Q9NTQ9,Autosomal dominant
GJB6,O95452,Autosomal dominant
GJB6,O95452,Autosomal recessive
GJB6,O95452,Digenic dominant
GJC2,Q5T442,Autosomal dominant
GJC2,Q5T442,Autosomal recessive
GK,P32189,X-linked recessive
GLA,P06280,X-linked
GLB1,P16278,Autosomal recessive
GLDC,P23378,Autosomal recessive
GLDN,Q6ZMI3,Autosomal recessive
GLE1,Q53GS7,Autosomal recessive
GLI1,P08151,Autosomal recessive
GLI2,P10070,Autosomal dominant
GLI3,P10071,Autosomal dominant
GLIS3,Q8NEA6,Autosomal recessive
GLMN,Q92990,Autosomal dominant
GLRA1,P23415,Autosomal dominant
GLRA1,P23415,Autosomal recessive
GLRA2,P23416,X-linked
GLRB,P48167,Autosomal recessive
GLRX5,Q86SX6,Autosomal recessive
GLS,O94925,Autosomal dominant
GLS,O94925,Autosomal recessive
GLUD1,P00367,Autosomal dominant
GLUD2,P49448,X-linked dominant
GLUD2,P49448,Multifactorial
GLUD2,P49448,Autosomal dominant
GLUL,P15104,Autosomal recessive
GLYCTK,Q8IVS8,Autosomal recessive
GM2A,P17900,Autosomal recessive
GMNN,O75496,Autosomal dominant
GMPPA,Q96IJ6,Autosomal recessive
GMPPB,Q9Y5P6,Autosomal recessive
GNA11,P29992,Autosomal dominant
GNAI1,P63096,Autosomal dominant
GNAI2,P04899,Autosomal dominant
GNAI3,P08754,Autosomal dominant
GNAL,P38405,Autosomal dominant
GNAO1,P09471,Autosomal dominant
GNAS,Q5JWF2,Autosomal dominant
GNAS,Q5JWF2,Somatic mutation
GNAT1,P11488,Autosomal dominant
GNAT1,P11488,Autosomal recessive
GNB1,P62873,Autosomal dominant
GNB2,P62879,Autosomal dominant
GNB3,P16520,Autosomal recessive
GNB3,P16520,Multifactorial
GNB4,Q9HAV0,Autosomal dominant
GNB5,O14775,Autosomal recessive
GNE,Q9Y223,Autosomal dominant
GNE,Q9Y223,Autosomal recessive
GNMT,Q14749,Autosomal recessive
GNPAT,O15228,Autosomal recessive
GNPTAB,Q3T906,Autosomal recessive
GNPTG,Q9UJJ9,Autosomal recessive
GNRH1,P01148,Autosomal recessive
GNRHR,P30968,Autosomal recessive
GNS,P15586,Autosomal recessive
GOLGA2,Q08379,Autosomal recessive
GON7,Q9BXV9,Autosomal recessive
GORAB,Q5T7V8,Autosomal recessive
GOSR2,O14653,Autosomal recessive
GOT2,P00505,Autosomal recessive
GP1BA,P07359,Autosomal dominant
GP1BA,P07359,Autosomal recessive
GP1BB,P13224,Autosomal recessive
GP6,Q9HCN6,Autosomal recessive
GP9,P14770,Autosomal recessive
GPAA1,O43292,Autosomal recessive
GPC3,P51654,X-linked recessive
GPC4,O75487,X-linked recessive
GPC6,Q9Y625,Autosomal recessive
GPD1,P21695,Autosomal recessive
GPD2,P43304,Autosomal dominant
GPHN,Q9NQX3,Autosomal recessive
GPI,P06744,Autosomal recessive
GPIHBP1,Q8IV16,Autosomal recessive
GPNMB,Q14956,Autosomal recessive
GPR101,Q96P66,X-linked
GPR143,P51810,X-linked
GPR143,P51810,X-linked recessive
GPR161,Q8N6U8,Autosomal dominant
GPR161,Q8N6U8,Autosomal recessive
GPR161,Q8N6U8,Somatic mutation
GPR179,Q6PRD1,Autosomal recessive
GPR68,Q15743,Autosomal recessive
GPR88,Q9GZN0,Autosomal recessive
GPRASP2,Q96D09,X-linked recessive
GPSM2,P81274,Autosomal recessive
GPT2,Q8TD30,Autosomal recessive
GPX1,P07203,Autosomal recessive
GPX4,P36969,Autosomal recessive
GRAP,Q13588,Autosomal recessive
GREB1L,Q9C091,Autosomal dominant
GREM2,Q9H772,Autosomal dominant
GRHL2,Q6ISB3,Autosomal dominant
GRHL2,Q6ISB3,Autosomal recessive
GRHL3,Q8TE85,Autosomal dominant
GRHPR,Q9UBQ7,Autosomal recessive
GRIA1,P42261,Autosomal dominant
GRIA1,P42261,Autosomal recessive
GRIA2,P42262,Autosomal dominant
GRIA3,P42263,X-linked recessive
GRIA4,P48058,Autosomal dominant
GRID2,O43424,Autosomal recessive
GRIK2,Q13002,Autosomal dominant
GRIK2,Q13002,Autosomal recessive
GRIN1,Q05586,Autosomal dominant
GRIN1,Q05586,Autosomal recessive
GRIN2A,Q12879,Autosomal dominant
GRIN2B,Q13224,Autosomal dominant
GRIN2D,O15399,Autosomal dominant
GRIP1,Q9Y3R0,Autosomal recessive
GRM1,Q13255,Autosomal dominant
GRM1,Q13255,Autosomal recessive
GRM6,O15303,Autosomal recessive
GRM7,Q14831,Autosomal recessive
GRN,P28799,Autosomal dominant
GRN,P28799,Autosomal recessive
GRXCR1,A8MXD5,Autosomal recessive
GRXCR2,A6NFK2,Autosomal recessive
GSC,P56915,Autosomal recessive
GSDME,O60443,Autosomal dominant
GSN,P06396,Autosomal dominant
GSR,P00390,Autosomal recessive
GSS,P48637,Autosomal recessive
GSTZ1,O43708,Autosomal recessive
GSX2,Q9BZM3,Autosomal recessive
GTF2E2,P29084,Autosomal recessive
GTF2H5,Q6ZYL4,Autosomal recessive
GTPBP2,Q9BX10,Autosomal recessive
GTPBP3,Q969Y2,Autosomal recessive
GUCA1A,P43080,Autosomal dominant
GUCY1A1,Q02108,Autosomal recessive
GUCY2C,P25092,Autosomal dominant
GUCY2C,P25092,Autosomal recessive
GUCY2D,Q02846,Autosomal dominant
GUCY2D,Q02846,Autosomal recessive
GUF1,Q8N442,Autosomal recessive
GUSB,P08236,Autosomal recessive
GYG1,P46976,Autosomal recessive
GYS1,P13807,Autosomal recessive
GYS2,P54840,Autosomal recessive
GZF1,Q9H116,Autosomal recessive
H1-4,P10412,Autosomal dominant
H3-3B,P84243,Autosomal dominant
H6PD,O95479,Autosomal recessive
HAAO,P46952,Autosomal recessive
HABP2,Q14520,Autosomal dominant
HACD1,B0YJ81,Autosomal recessive
HACE1,Q8IYU2,Autosomal recessive
HADH,Q16836,Autosomal recessive
HADHA,P40939,Autosomal recessive
HADHB,P55084,Autosomal recessive
HAGH,Q16775,Autosomal dominant
HAL,P42357,Autosomal dominant
HAL,P42357,Autosomal recessive
HAMP,P81172,Autosomal recessive
HARS1,P12081,Autosomal dominant
HARS1,P12081,Autosomal recessive
HARS2,P49590,Autosomal recessive
HAVCR2,Q8TDQ0,Autosomal recessive
HAX1,O00165,Autosomal recessive
HBA2,P69905,Autosomal dominant
HBB,P68871,Autosomal dominant
HBB,P68871,Autosomal recessive
HBG1,P69891,Autosomal dominant
HBG2,P69892,Autosomal dominant
HCCS,P53701,X-linked dominant
HCFC1,P51610,X-linked recessive
HCK,P08631,Autosomal dominant
HCN1,O60741,Autosomal dominant
HCN2,Q9UL51,Autosomal dominant
HCN4,Q9Y3Q4,Autosomal dominant
HCRT,O43612,Autosomal dominant
HDAC4,P56524,Autosomal dominant
HDAC6,Q9UBN7,X-linked dominant
HDAC8,Q9BY41,X-linked dominant
HDC,P19113,Autosomal dominant
HEATR3,Q7Z4Q2,Autosomal recessive
HECTD4,Q9Y4D8,Autosomal recessive
HECW2,Q9P2P5,Autosomal dominant
HELLS,Q9NRZ9,Autosomal recessive
HEPACAM,Q14CZ8,Autosomal dominant
HEPACAM,Q14CZ8,Autosomal recessive
HEPHL1,Q6MZM0,Autosomal recessive
HERC1,Q15751,Autosomal recessive
HERC2,O95714,Autosomal recessive
HES7,Q9BYE0,Autosomal recessive
HESX1,Q9UBX0,Autosomal dominant
HESX1,Q9UBX0,Autosomal recessive
HEXA,P06865,Autosomal recessive
HEXB,P07686,Autosomal recessive
HFE,Q30201,Autosomal dominant
HFE,Q30201,Autosomal recessive
HFM1,A2PYH4,Autosomal recessive
HGD,Q93099,Autosomal recessive
HGF,P14210,Autosomal recessive
HGSNAT,Q68CP4,Autosomal recessive
HHAT,Q5VTY9,Autosomal recessive
HIBCH,Q6NVY1,Autosomal recessive
HID1,Q8IV36,Autosomal recessive
HIKESHI,Q53FT3,Autosomal recessive
HINT1,P49773,Autosomal recessive
HIVEP2,P31629,Autosomal dominant
HJV,Q6ZVN8,Autosomal recessive
HK1,P19367,Autosomal dominant
HK1,P19367,Autosomal recessive
HKDC1,Q2TB90,Autosomal recessive
